date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:50:34	92177/92177	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jul%202015%2012:38:58%20GMT	http://alpha.laboutiquetheme.com/css/color-schemes/wetasphalt.css	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/css/color-schemes/wetasphalt.css	(from http://alpha.laboutiquetheme.com/)
19:50:35	92179/92179	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jul%202015%2012:38:56%20GMT	http://alpha.laboutiquetheme.com/css/color-schemes/sunflower.css	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/css/color-schemes/sunflower.css	(from http://alpha.laboutiquetheme.com/)
19:50:38	92179/92179	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jul%202015%2012:38:48%20GMT	http://alpha.laboutiquetheme.com/css/color-schemes/carrot.css	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/css/color-schemes/carrot.css	(from http://alpha.laboutiquetheme.com/)
19:50:38	92179/92179	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jul%202015%2012:38:52%20GMT	http://alpha.laboutiquetheme.com/css/color-schemes/orange.css	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/css/color-schemes/orange.css	(from http://alpha.laboutiquetheme.com/)
19:50:39	92177/92177	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jul%202015%2012:38:55%20GMT	http://alpha.laboutiquetheme.com/css/color-schemes/pumpkin.css	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/css/color-schemes/pumpkin.css	(from http://alpha.laboutiquetheme.com/)
19:50:42	92178/92178	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jul%202015%2012:38:54%20GMT	http://alpha.laboutiquetheme.com/css/color-schemes/pomegranate.css	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/css/color-schemes/pomegranate.css	(from http://alpha.laboutiquetheme.com/)
19:50:42	92178/92178	---M--	200	added ('OK')	text/css	date:Wed,%2015%20Jul%202015%2012:38:45%20GMT	http://alpha.laboutiquetheme.com/css/color-schemes/alizarin.css	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/css/color-schemes/alizarin.css	(from http://alpha.laboutiquetheme.com/)
19:50:43	186642/186642	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_159_640xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_159_640xauto.jpg	(from http://alpha.laboutiquetheme.com/)
19:50:46	7199/7199	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/js/jquery-migrate-1.2.1.min.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/js/jquery-migrate-1.2.1.min.js	(from http://alpha.laboutiquetheme.com/)
19:50:49	6949/6949	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/js/imagesloaded.pkgd.min.js	(from http://alpha.laboutiquetheme.com/)
19:50:49	36816/36816	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/js/bootstrap.min.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/js/bootstrap.min.js	(from http://alpha.laboutiquetheme.com/)
19:50:50	39978/39978	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/js/isotope.pkgd.min.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/js/isotope.pkgd.min.js	(from http://alpha.laboutiquetheme.com/)
19:50:52	3499/3499	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/js/jquery.easing.min.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/js/jquery.easing.min.js	(from http://alpha.laboutiquetheme.com/)
19:50:53	95957/95957	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/js/jquery-1.11.3.min.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/js/jquery-1.11.3.min.js	(from http://alpha.laboutiquetheme.com/)
19:50:57	45179/45179	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/js/jquery-ui-1.10.2.custom.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/js/jquery-ui-1.10.2.custom.js	(from http://alpha.laboutiquetheme.com/)
19:50:58	54915/54915	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/js/jquery.flexslider.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/js/jquery.flexslider.js	(from http://alpha.laboutiquetheme.com/)
19:50:58	26058/26058	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/js/jquery.sharrre-1.3.5.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/js/jquery.sharrre-1.3.5.js	(from http://alpha.laboutiquetheme.com/)
19:50:58	2533/2533	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/js/jquery.cookie.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/js/jquery.cookie.js	(from http://alpha.laboutiquetheme.com/)
19:50:59	58290/58290	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/js/jquery.elevatezoom.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/js/jquery.elevatezoom.js	(from http://alpha.laboutiquetheme.com/)
19:51:00	8845/8845	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202015%2015:27:27%20GMT	http://alpha.laboutiquetheme.com/js/la_boutique.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/js/la_boutique.js	(from http://alpha.laboutiquetheme.com/)
19:51:00	2833/2833	---M--	200	added ('OK')	application/javascript	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/js/tfingi-megamenu/tfingi-megamenu-frontend.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/js/tfingi-megamenu/tfingi-megamenu-frontend.js	(from http://alpha.laboutiquetheme.com/)
19:51:01	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/glyphicons-halflings-regular.eot	(from http://alpha.laboutiquetheme.com/css/bootstrap.min.css)
19:51:03	18028/18028	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/glyphicons-halflings-regular.woff2	(from http://alpha.laboutiquetheme.com/css/bootstrap.min.css)
19:51:06	108738/108738	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/glyphicons-halflings-regular.svg	(from http://alpha.laboutiquetheme.com/css/bootstrap.min.css)
19:51:07	23424/23424	---M--	200	added ('OK')	font/woff	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/glyphicons-halflings-regular.woff	(from http://alpha.laboutiquetheme.com/css/bootstrap.min.css)
19:51:07	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/glyphicons-halflings-regulard41d.eot	(from http://alpha.laboutiquetheme.com/css/bootstrap.min.css)
19:51:11	45404/45404	---M--	200	added ('OK')	font/ttf	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/glyphicons-halflings-regular.ttf	(from http://alpha.laboutiquetheme.com/css/bootstrap.min.css)
19:51:16	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/fontawesome-webfont.eot?v=4.3.0	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/fontawesome-webfonte0a5.eot	(from http://alpha.laboutiquetheme.com/css/font-awesome.min.css)
19:51:17	56780/56780	---M--	200	added ('OK')	font/woff2	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/fontawesome-webfont.woff2?v=4.3.0	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/fontawesome-webfonte0a5.woff2	(from http://alpha.laboutiquetheme.com/css/font-awesome.min.css)
19:51:17	60767/60767	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/fontawesome-webfontd41d.eot	(from http://alpha.laboutiquetheme.com/css/font-awesome.min.css)
19:51:20	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/flexslider-icon.eot	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/flexslider-icon.eot	(from http://alpha.laboutiquetheme.com/css/flexslider.css)
19:51:24	71508/71508	---M--	200	added ('OK')	font/woff	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/fontawesome-webfont.woff?v=4.3.0	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/fontawesome-webfonte0a5.woff	(from http://alpha.laboutiquetheme.com/css/font-awesome.min.css)
19:51:24	2082/2082	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/flexslider-icon.eot?	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/flexslider-icond41d.eot	(from http://alpha.laboutiquetheme.com/css/flexslider.css)
19:51:26	313398/313398	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/fontawesome-webfont.svg?v=4.3.0	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/fontawesome-webfonte0a5.svg	(from http://alpha.laboutiquetheme.com/css/font-awesome.min.css)
19:51:27	2334/2334	---M--	200	added ('OK')	image/svg+xml	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/flexslider-icon.svg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/flexslider-icon.svg	(from http://alpha.laboutiquetheme.com/css/flexslider.css)
19:51:28	1268/1268	---M--	200	added ('OK')	font/woff	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/flexslider-icon.woff	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/flexslider-icon.woff	(from http://alpha.laboutiquetheme.com/css/flexslider.css)
19:51:28	1892/1892	---M--	200	added ('OK')	font/ttf	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/flexslider-icon.ttf	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/flexslider-icon.ttf	(from http://alpha.laboutiquetheme.com/css/flexslider.css)
19:51:28	2341/2341	---M--	200	added ('OK')	image/gif	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/loader.gif	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/loader.gif	(from http://alpha.laboutiquetheme.com/css/color-schemes/turquoise.css)
19:51:29	279/279	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/triangle.png	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/triangle.png	(from http://alpha.laboutiquetheme.com/css/color-schemes/turquoise.css)
19:51:29	4917/4917	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/social.png	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/social.png	(from http://alpha.laboutiquetheme.com/css/color-schemes/turquoise.css)
19:51:30	1308/1308	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/cart.png	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/cart.png	(from http://alpha.laboutiquetheme.com/css/color-schemes/turquoise.css)
19:51:30	741/741	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/ui-slider-handle.png	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/ui-slider-handle.png	(from http://alpha.laboutiquetheme.com/css/color-schemes/turquoise.css)
19:51:30	1106/1106	---M--	200	added ('OK')	image/gif	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/preloader.gif	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/preloader.gif	(from http://alpha.laboutiquetheme.com/css/color-schemes/turquoise.css)
19:51:31	821/821	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/larr.png	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/larr.png	(from http://alpha.laboutiquetheme.com/css/color-schemes/turquoise.css)
19:51:31	122092/122092	---M--	200	added ('OK')	font/ttf	date:Wed,%2015%20Jul%202015%2012:38:40%20GMT	http://alpha.laboutiquetheme.com/fonts/fontawesome-webfont.ttf?v=4.3.0	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/fonts/fontawesome-webfonte0a5.ttf	(from http://alpha.laboutiquetheme.com/css/font-awesome.min.css)
19:51:31	834/834	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/rarr.png	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/rarr.png	(from http://alpha.laboutiquetheme.com/css/color-schemes/turquoise.css)
19:51:35	11600/11600	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_228_160xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_228_160xauto.jpg	(from http://alpha.laboutiquetheme.com/product.html)
19:51:37	9331/9331	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_229_160xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_229_160xauto.jpg	(from http://alpha.laboutiquetheme.com/product.html)
19:51:42	49765/49765	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_229_640xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_229_640xauto.jpg	(from http://alpha.laboutiquetheme.com/product.html)
19:51:42	78130/78130	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_228_480xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_228_480xauto.jpg	(from http://alpha.laboutiquetheme.com/product.html)
19:51:43	78130/78130	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_228_640xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_228_640xauto.jpg	(from http://alpha.laboutiquetheme.com/product.html)
19:51:43	7792/7792	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_227_160xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_227_160xauto.jpg	(from http://alpha.laboutiquetheme.com/product.html)
19:51:44	44572/44572	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_227_640xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_227_640xauto.jpg	(from http://alpha.laboutiquetheme.com/product.html)
19:51:44	5396/5396	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Jul%202013%2019:26:44%20GMT	http://www.tfingi.com/repo/royal-mail.png	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/www.tfingi.com/repo/royal-mail.png	(from http://alpha.laboutiquetheme.com/product.html)
19:51:45	6522/6522	---M--	200	added ('OK')	image/png	date:Thu,%2004%20Jul%202013%2019:26:45%20GMT	http://www.tfingi.com/repo/ups-logo.png	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/www.tfingi.com/repo/ups-logo.png	(from http://alpha.laboutiquetheme.com/product.html)
19:51:45	248/248	---M--	200	added ('OK')	image/png	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/avatar.png	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/avatar.png	(from http://alpha.laboutiquetheme.com/product.html)
19:51:46	3600/3600	---M-Z	200	added ('OK')	application/x-javascript	etag:%2224c8e0035a9a6df0c6dfeb10d8495e18%22	http://connect.facebook.net/en_GB/all.js	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/connect.facebook.net/en_GB/all.js	(from http://alpha.laboutiquetheme.com/product.html)
19:51:46	1944/1944	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_230_60xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_230_60xauto.jpg	(from http://alpha.laboutiquetheme.com/cart.html)
19:51:47	1520/1520	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_17_60xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_17_60xauto.jpg	(from http://alpha.laboutiquetheme.com/cart.html)
19:51:47	7979/7979	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_269_160xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_269_160xauto.jpg	(from http://alpha.laboutiquetheme.com/category.html)
19:51:47	6528/6528	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_265_160xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_265_160xauto.jpg	(from http://alpha.laboutiquetheme.com/category.html)
19:51:48	17032/17032	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_261_160xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_261_160xauto.jpg	(from http://alpha.laboutiquetheme.com/category.html)
19:51:50	8686/8686	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_57_160xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_57_160xauto.jpg	(from http://alpha.laboutiquetheme.com/category.html)
19:51:52	7498/7498	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_44_160xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_44_160xauto.jpg	(from http://alpha.laboutiquetheme.com/category.html)
19:51:52	8609/8609	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_175_160xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_175_160xauto.jpg	(from http://alpha.laboutiquetheme.com/category.html)
19:51:54	57270/57270	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/adverts/advert-1.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/adverts/advert-1.jpg	(from http://alpha.laboutiquetheme.com/category.html)
19:51:54	42321/42321	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/adverts/advert-2.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/adverts/advert-2.jpg	(from http://alpha.laboutiquetheme.com/category.html)
19:51:54	11012/11012	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_32_160xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_32_160xauto.jpg	(from http://alpha.laboutiquetheme.com/category.html)
19:51:55	9717/9717	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_34_160xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_34_160xauto.jpg	(from http://alpha.laboutiquetheme.com/category.html)
19:51:56	24010/24010	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_48_160xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_48_160xauto.jpg	(from http://alpha.laboutiquetheme.com/category.html)
19:51:59	36521/36521	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/resources/1.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/resources/1.jpg	(from http://alpha.laboutiquetheme.com/elements.html)
19:52:00	33806/33806	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/resources/2.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/resources/2.jpg	(from http://alpha.laboutiquetheme.com/elements.html)
19:52:03	33716/33716	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/resources/3.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/resources/3.jpg	(from http://alpha.laboutiquetheme.com/elements.html)
19:52:15	115067/115067	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Jul%202015%2012:38:43%20GMT	http://alpha.laboutiquetheme.com/img/thumbnails/db_file_img_273_640xauto.jpg	C:/My%20Web%20Sites/http___alpha.laboutiquetheme.com_/alpha.laboutiquetheme.com/img/thumbnails/db_file_img_273_640xauto.jpg	(from http://alpha.laboutiquetheme.com/blog.html)
